Gene,YN00_mean,YN00_median,NG86_mean,NG86_median,LWL85_mean,LWL85_median,LWL85m_mean,LWL85m_median,LPB93_mean,LPB93_median
YBL108C-A,0.058028168,0,0.050432904,0,0.043277742,0,0.090030144,0,0.074506637,0
YBL108W,2.43152755,1.732876712,1.744076123,1.238605898,1.362600026,1.06122449,1.050097553,0.948717949,2.243796887,1.666666667
YBL109W,0.311667167,0,0.216348218,0,0.201500807,0,0.179400959,0,0.236326396,0
YBL111C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YBL112C,0,0,0,0,0,0,0,0,0,0
YBL113C,0.736011791,0.552845528,0.503223168,0.361445783,0.600169073,0.333333333,0.645173684,0.333333333,0.677535015,0.5
YBL113W-A,0.671595561,0.924242424,0.452314922,0.621468927,0.407500261,0.555555556,0.696481895,0.384615385,0.590587905,0.384615385
YBR001C,0.320482664,0.222222222,0.292195342,0.205882353,0.264590653,0.142857143,0.374154232,0.25,0.356519011,0.222222222
YBR002C,0.342614768,0.390243902,0.248418663,0.284810127,0.179508386,0.181818182,0.403714448,0.333333333,0.369215357,0.3125
YBR003W,0.155091079,0.092592593,0.134137724,0.079166667,0.060693786,0,0.268393102,0.117647059,0.231550428,0.090909091
YBR004C,0.424429992,0.423076923,0.290899612,0.288461538,0.204394778,0.161290323,0.120510267,0.076923077,0.451755221,0.4
YBR005W,0.532850856,0.396396396,0.433973043,0.328125,0.407415826,0.307692308,0.339227068,0.263157895,0.647772131,0.5
YBR006W,0.053373975,0,0.048700678,0,0.014254091,0,0.039094221,0,0.051594299,0
YBR007C,0.507985023,0.442857143,0.424910644,0.358024691,0.328936371,0.266666667,0.570631996,0.5,0.650570594,0.5
YBR008C,0.377828277,0.287356322,0.29707781,0.230769231,0.247175501,0.176470588,0.428005033,0.307692308,0.413603423,0.25
YBR009C,0.000834097,0,0.000811001,0,0.081431103,0,0.056745913,0,0.046592752,0
YBR010W,0.023341902,0,0.017382999,0,0.015113213,0,0.06267355,0,0.03690677,0
YBR011C,0.09226849,0,0.059949765,0,0.043226052,0,0.081096891,0,0.089516398,0
YBR012C,0.661058107,0.62020202,0.70662664,0.653846154,0.640917269,0.576923077,1.125685507,0.682926829,1.247340499,1.095238095
YBR013C,0.419092779,0.511811024,0.45825338,0.56779661,0.376485871,0.461538462,0.850304269,0.571428571,0.794105368,0.785714286
YBR014C,0.63972752,0.676923077,0.540606975,0.567567568,0.529370575,0.571428571,0.595246693,0.5,0.974206734,1
YBR015C,0.341863339,0.323076923,0.237557583,0.22745098,0.190009036,0.181818182,0.391533703,0.411764706,0.35488112,0.333333333
YBR016W,0.150335878,0,0.074382348,0,0.064569256,0,0.103963795,0,0.108354987,0
YBR017C,0.200781972,0.144194757,0.140664492,0.099540582,0.05021928,0,0.144984223,0.111111111,0.146096079,0.066666667
YBR018C,0.167492446,0.083333333,0.138871657,0.071856287,0.117211282,0.055555556,0.135870813,0.083333333,0.159650636,0.1
YBR019C,0.245447124,0.20212766,0.211944795,0.179245283,0.149624459,0.111111111,0.368266364,0.333333333,0.272525232,0.166666667
YBR020W,0.19970163,0.125,0.165188738,0.097560976,0.10119632,0,0.121664001,0,0.286344107,0.142857143
YBR021W,0.180717173,0.132743363,0.14030846,0.101449275,0.124835554,0.090909091,0.1463032,0.090909091,0.190415623,0.130434783
YBR022W,0.517713136,0.523809524,0.415721137,0.421965318,0.303323073,0.208333333,0.545864814,0.538461538,0.592969124,0.5
YBR023C,0.167724751,0.100840336,0.131100797,0.078431373,0.076532469,0.043478261,0.107113122,0.071428571,0.102831699,0.071428571
YBR024W,0.160435344,0.12295082,0.121669787,0.092715232,0.088355106,0.0625,0.20486928,0.125,0.181708568,0.125
YBR025C,0.015232603,0,0.011515638,0,0.009923394,0,0.006495257,0,0.018520264,0
YBR026C,0.173718074,0.154506438,0.141041574,0.125,0.140408767,0.133333333,0.2609661,0.25,0.242439826,0.22
YBR027C,0.525438315,0.413461538,0.359776179,0.28057554,0.320132294,0.2,0.308445985,0.103448276,0.622199529,0.5
YBR028C,0.213451275,0.126760563,0.164069033,0.093023256,0.09749996,0,0.386729659,0.2,0.300789482,0
YBR029C,0.072879703,0,0.049208684,0,0.007340026,0,0.038498011,0,0.071482974,0
YBR030W,0.219155292,0.186046512,0.154663672,0.132743363,0.11128628,0.083333333,0.143438622,0.1,0.174787131,0.105263158
YBR031W,0.040427794,0,0.031760771,0,0.031371464,0,0.044073592,0,0.045916836,0
YBR032W,0.229496677,0.231132075,0.144687962,0.145762712,0.107342048,0.125,0.315802437,0.25,0.172969482,0.166666667
YBR033W,0.524472212,0.421686747,0.413518782,0.333333333,0.343370396,0.277777778,0.611819576,0.5,0.614050872,0.5
YBR034C,0.088059871,0,0.055446815,0,0.054828909,0,0.062833907,0,0.120201773,0
YBR035C,0.017530424,0,0.013068729,0,0.006976402,0,0.032855532,0,0.016236362,0
YBR036C,0.305407474,0.253623188,0.221936931,0.183908046,0.195978486,0.142857143,0.295155047,0.222222222,0.305590942,0.25
YBR037C,0.155103389,0.101910828,0.115666042,0.076530612,0.07994939,0.047619048,0.083924268,0.041666667,0.130432294,0.058823529
YBR038W,0.064257975,0.019920319,0.044879517,0.012820513,0.010127805,0,0.054239309,0,0.041761077,0
YBR039W,0.073279319,0,0.05550266,0,0.039790075,0,0.07637744,0,0.0810964,0
YBR040W,0.181670728,0.109540636,0.137679817,0.083094556,0.091975604,0.047619048,0.1676473,0.083333333,0.174422081,0.083333333
YBR041W,0.119009174,0.056910569,0.091740259,0.044117647,0.053053591,0,0.092877624,0,0.09524288,0
YBR042C,0.287182034,0.193548387,0.225254685,0.146666667,0.190391246,0.125,0.180307967,0.142857143,0.267645802,0.16
YBR043C,0.115198673,0.057017544,0.090002694,0.04137931,0.054574112,0,0.100974342,0.05,0.087056568,0.03125
YBR044C,0.267851951,0.162561576,0.196283104,0.1171875,0.157946745,0.090909091,0.179772639,0.136363636,0.206566255,0.142857143
YBR045C,0.284193188,0.215189873,0.242945417,0.183266932,0.195687975,0.142857143,0.333449563,0.2,0.354298617,0.2
YBR046C,0.401502594,0.364864865,0.333707778,0.305882353,0.264800434,0.222222222,0.362356969,0.2,0.534213977,0.333333333
YBR047W,0.140663994,0,0.096216248,0,0.096440195,0,0.250110328,0,0.203325151,0
YBR048W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YBR049C,0.22377532,0.145695364,0.174134184,0.113513514,0.133145363,0.076923077,0.131492211,0.090909091,0.177955765,0.083333333
YBR050C,0.716729923,0.653061224,0.496158922,0.446153846,0.463106744,0.4,0.439943559,0.375,1.030672736,0.8
YBR051W,0.538215782,0.461538462,0.339329698,0.291338583,0.310160886,0.214285714,0.150697485,0.130434783,0.59108093,0.304347826
YBR052C,0.159787886,0,0.117196306,0,0.108405588,0,0.156626688,0.037735849,0.150318521,0
YBR053C,0.269158288,0.178082192,0.215193193,0.139534884,0.19220253,0.111111111,0.408243722,0.25,0.397970579,0.222222222
YBR054W,0.166589453,0.074792244,0.129614701,0.060185185,0.104735923,0.043478261,0.124756701,0.071428571,0.21559093,0.071428571
YBR055C,0.346564616,0.286624204,0.271321052,0.226315789,0.18777431,0.157894737,0.350204139,0.333333333,0.314017705,0.266666667
YBR056C-B,0.036591104,0,0.030072532,0,0.027305786,0,0.030834446,0,0.052368538,0
YBR056W-A,0.105319003,0,0.092569214,0,0.076978516,0,0.087096811,0,0.15445895,0
YBR056W,0.191128965,0.130434783,0.152414468,0.104938272,0.08974994,0,0.225918431,0.153846154,0.255902294,0.142857143
YBR057C,0.490791264,0.384615385,0.327129863,0.261363636,0.310256717,0.214285714,0.231790698,0.142857143,0.540176381,0.285714286
YBR058C-A,0.100196868,0,0.07017924,0,0.060064017,0,0.08134919,0,0.072011641,0
YBR058C,0.352210259,0.30075188,0.264561171,0.232394366,0.191022822,0.15,0.382433252,0.307692308,0.380408617,0.25
YBR059C,0.194926227,0.122807018,0.152371528,0.097560976,0.088240569,0.052631579,0.131322026,0.090909091,0.144964375,0.1
YBR060C,0.264350971,0.186868687,0.198727015,0.141414141,0.151383685,0.095238095,0.15864375,0.076923077,0.231027556,0.125
YBR061C,0.049649862,0,0.041317552,0,0.028752221,0,0.050455434,0,0.065142209,0
YBR062C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YBR063C,1.362646655,1.085106383,1.055631143,0.842105263,1.018986185,0.833333333,1.253224979,0.75,1.941753533,1.5
YBR064W,1.339258981,1.505747126,1.056591496,1.194174757,0.844279911,1,0.66726545,0.647058824,0.889157756,0.764705882
YBR065C,0.312341551,0.194029851,0.23969974,0.146341463,0.192669552,0.111111111,0.328811098,0.2,0.359763281,0.2
YBR066C,0.402396895,0.375,0.28973744,0.263888889,0.160869275,0.142857143,0.141376493,0.018867925,0.398805687,0.3
YBR067C,0.174959139,0,0.116560809,0,0.103179635,0,0.129280927,0,0.148489531,0
YBR068C,0.207779938,0.185185185,0.164127472,0.147368421,0.098753237,0.076923077,0.136139915,0.076923077,0.147523718,0.1
YBR069C,0.25561287,0.164874552,0.184889362,0.120171674,0.254285725,0.136363636,0.287763937,0.222222222,0.389396686,0.208333333
YBR070C,0.199379339,0.138888889,0.149928048,0.106741573,0.112176841,0.076923077,0.234446197,0.173913043,0.229658378,0.153846154
YBR071W,0.283631401,0.108490566,0.187706304,0.069444444,0.187834078,0.066666667,0.34014576,0.090909091,0.334827629,0.117647059
YBR072C-A,0.817196443,0.888888889,0.514484524,0.562068966,0.476118046,0.5,0.590737543,0.625,1.154892099,1.0625
YBR072W,0.571415868,0.4,0.394592656,0.277777778,0.341225867,0.285714286,0.271208067,0.153846154,0.67305951,0.5
YBR073W,0.247148651,0.187845304,0.187082489,0.142857143,0.128605653,0.1,0.185999591,0.153846154,0.220077785,0.166666667
YBR074W,0.681870003,0.534090909,0.522969428,0.41509434,0.471347735,0.4,0.815544621,0.6,0.929436203,0.75
YBR076C-A,0.421193297,0.5,0.232983621,0.283236994,0.183781543,0.210526316,0.28029718,0.121212121,0.274668476,0.181818182
YBR076W,0.372978864,0.276595745,0.262774068,0.194594595,0.20715206,0.15,0.345216866,0.214285714,0.376393092,0.2
YBR077C,0.185624097,0.101754386,0.121191316,0.065822785,0.095289331,0.046511628,0.192141946,0.130434783,0.161517719,0.086956522
YBR078W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YBR079C,0.317328582,0.214814815,0.227690126,0.156976744,0.141352166,0.1,0.21381507,0.2,0.239113147,0.2
YBR080C,0.131086798,0.068181818,0.112276483,0.06185567,0.060597886,0,0.062427696,0,0.114481137,0
YBR081C,0.505162933,0.379562044,0.346820253,0.259493671,0.263215871,0.2,0.47846232,0.416666667,0.471052462,0.4
YBR082C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YBR083W,0.28716426,0.195945946,0.209606147,0.146341463,0.137179482,0.0625,0.227755891,0.111111111,0.239914801,0.111111111
YBR084C-A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YBR084W,0.155635589,0.098039216,0.129235363,0.078571429,0.079998771,0.05,0.180990948,0.083333333,0.155275594,0.0625
YBR085C-A,0.144961814,0,0.098406943,0,0.089756848,0,0.093192664,0,0.186291972,0
YBR085W,0.112701245,0.091463415,0.092716762,0.075268817,0.086173074,0.05,0.136817071,0.066666667,0.150459427,0.066666667
YBR086C,0.318847338,0.227692308,0.246063354,0.174468085,0.183547487,0.133333333,0.268988653,0.206896552,0.269112388,0.2
YBR087W,0.087063734,0.026422764,0.06714502,0.02006689,0.052516246,0.016393443,0.074906595,0.027777778,0.098396305,0.03030303
YBR088C,0.018410352,0,0.013717258,0,0.023007034,0,0.044570467,0,0.033465519,0
YBR089C-A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YBR089W,0.085622469,0,0.072314892,0,0.061767058,0,0.055973133,0,0.066773648,0
YBR090C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YBR091C,0.046935236,0,0.033351401,0,0.02421966,0,0.008111224,0,0.043654348,0
YBR092C,0.150010227,0.066225166,0.112421134,0.049090909,0.067641978,0.021276596,0.09673664,0.05,0.151377472,0.057142857
YBR093C,0.152201218,0.110497238,0.105713254,0.076271186,0.051157095,0,0.173586904,0.125,0.104680246,0.053571429
YBR094W,0.121431861,0.062176166,0.095023918,0.047413793,0.055408712,0.029411765,0.072623443,0.032258065,0.087824228,0.037037037
YBR095C,0.311127125,0.232044199,0.254018225,0.187793427,0.188315204,0.130434783,0.091872742,0.058823529,0.249677396,0.157894737
YBR096W,0.080369615,0,0.049398204,0,0.030044353,0,0.051736281,0,0.065665344,0
YBR097W,0.205659413,0.168918919,0.165451971,0.132911392,0.080545787,0.066666667,0.128656323,0.095238095,0.153983463,0.125
YBR098W,0.440953506,0.35483871,0.399142434,0.320895522,0.273784943,0.230769231,0.481426319,0.444444444,0.534314146,0.444444444
YBR099C,0.064923922,0,0.06292925,0,0.056813028,0,0.137151573,0,0.128015781,0
YBR101C,0.127689013,0.061068702,0.09693106,0.046728972,0.067412486,0.028571429,0.099453539,0.035714286,0.091331071,0.04
YBR102C,0.128702692,0.050847458,0.097157187,0.037288136,0.053481183,0,0.070487364,0,0.107423842,0
YBR103C-A,0.105431156,0,0.080823423,0,0.070929509,0,0.113000803,0,0.105321867,0
YBR103W,0.274084508,0.218543046,0.237430257,0.191616766,0.161350646,0.133333333,0.257265823,0.2,0.364709217,0.222222222
YBR104W,0.112881501,0,0.090852445,0,0.073293322,0,0.092377207,0,0.127091631,0
YBR105C,0.284852607,0.246835443,0.196255945,0.171428571,0.16262766,0.136363636,0.178901831,0.114285714,0.261119873,0.176470588
YBR106W,0.026200182,0,0.020105332,0,0.115449435,0.071428571,0.162717724,0.125,0.171503643,0.125
YBR107C,0.270813833,0.247524752,0.19953442,0.183727034,0.162042575,0.146341463,0.377673412,0.347826087,0.343119662,0.304347826
YBR108W,0.493580221,0.441176471,0.330804899,0.3,0.250058856,0.235294118,0.442193792,0.375,0.409496934,0.333333333
YBR109C,0.043466484,0,0.033553797,0,0.02203929,0,0.017161975,0,0.060173944,0
YBR109W-A,0.124061628,0,0.091181152,0,0.069142851,0,0.167046954,0,0.13882721,0
YBR110W,0.21122852,0.156716418,0.155664278,0.112426036,0.068615165,0.055555556,0.245327567,0.2,0.226917819,0.2
YBR111C,0.308059245,0.345132743,0.242543744,0.268656716,0.177988486,0.142857143,0.452191498,0.5,0.384659004,0.375
YBR111W-A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YBR112C,0.308694694,0.229357798,0.203789582,0.153061224,0.151147485,0.117647059,0.223381152,0.172413793,0.230925932,0.178571429
YBR113W,0.615773858,0.524691358,0.553938486,0.474285714,0.541504488,0.428571429,1.045808001,1,0.964888261,0.666666667
YBR114W,0.166798335,0.1,0.111888918,0.06918239,0.073858707,0.043478261,0.150313589,0.1,0.144174551,0.076923077
YBR115C,0.206883998,0.154411765,0.177743581,0.131578947,0.083266657,0.055555556,0.159744296,0.105263158,0.138271196,0.095238095
YBR116C,1.03514239,1.176470588,0.7978667,0.903614458,0.647218392,0.777777778,0.444781084,0.307692308,1.242134551,1.4
YBR117C,0.095998108,0.054973822,0.069728192,0.040685225,0.025381824,0,0.035138864,0,0.046771514,0
YBR118W,0.006590185,0,0.004811424,0,2.62E-05,0,0.008544384,0,0.00554223,0
YBR119W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YBR120C,0.225195964,0.19025522,0.190959525,0.158634538,0.170718534,0.15625,0.220689716,0.115384615,0.269457781,0.2
YBR121C-A,0.098510017,0,0.051871813,0,0.046257595,0,nan,nan,0.099049241,0
YBR121C,0.061808397,0.044585987,0.048839395,0.032786885,0.01876879,0,0.039621294,0,0.038145228,0
YBR122C,0.246133554,0.185714286,0.19015425,0.142028986,0.150464609,0.111111111,0.314010998,0.3,0.374121741,0.3
YBR123C,0.372549548,0.355932203,0.282476214,0.268041237,0.291301922,0.230769231,0.600807499,0.555555556,0.530077744,0.454545455
YBR124W,0.159514708,0,0.11658209,0,0.094856798,0,0.1064821,0,0.171583142,0
YBR125C,0.264624802,0.1875,0.210097231,0.146666667,0.189285663,0.125,0.212248171,0.083333333,0.334855925,0.166666667
YBR126C,0.060268716,0,0.039825129,0,0.011697111,0,0.075103335,0,0.074460224,0
YBR126W-A,0.252131422,0,0.15465795,0,0.137347872,0,0.107209097,0,0.132892804,0
YBR126W-B,0.12224433,0,0.102946176,0,0.13890492,0.157894737,0.158506807,0.174603175,0.22270121,0.219512195
YBR127C,0.033208295,0,0.024521432,0,0.004025573,0,0.019998533,0,0.031690535,0
YBR128C,0.383363119,0.329341317,0.246048508,0.209401709,0.237960973,0.16,0.482431904,0.4,0.605158911,0.4
YBR129C,0.166151782,0.149425287,0.13958571,0.129353234,0.106912408,0.090909091,0.21258822,0.125,0.21426584,0.142857143
YBR130C,0.247495475,0.130952381,0.171145724,0.09009009,0.132728617,0.090909091,0.136692614,0.071428571,0.194394972,0.090909091
YBR131C-A,0.157234394,0,0.119942286,0,0.107589704,0,0.190544769,0.184397163,0.084869873,0
YBR131W,0.34782231,0.211640212,0.242689446,0.146341463,0.201786884,0.133333333,0.501828169,0.294117647,0.404989833,0.235294118
YBR132C,0.331351138,0.236363636,0.264224977,0.183673469,0.206387967,0.131578947,0.18179157,0.142857143,0.305372073,0.1875
YBR133C,0.286005582,0.2,0.198994438,0.138888889,0.153215624,0.090909091,0.256253993,0.153846154,0.262823131,0.142857143
YBR134W,0.498124216,0.357894737,0.363595804,0.262295082,0.322032857,0.230769231,0.668111664,0.428571429,0.636766449,0.428571429
YBR135W,0.080698045,0,0.04220015,0,0.032438887,0,0.032600391,0,0.074632488,0
YBR136W,0.231012611,0.118918919,0.164704027,0.08045977,0.056481557,0.043478261,0.111260328,0.076923077,0.108938655,0.071428571
YBR137W,0.112431316,0,0.079186254,0,0.064971626,0,0.030383477,0,0.108389001,0
YBR138C,0.209796576,0.168582375,0.145343619,0.117647059,0.101080169,0.090909091,0.21158741,0.166666667,0.259673582,0.166666667
YBR139W,0.155874734,0.148305085,0.12830469,0.124087591,0.092604615,0.09375,0.210282476,0.166666667,0.194791917,0.15
YBR140C,0.30554485,0.18902439,0.207505054,0.127853881,0.120191934,0.09375,0.208466586,0.157894737,0.201979787,0.161290323
YBR141C,0.47204403,0.425373134,0.313737641,0.281767956,0.267232278,0.25,0.530583468,0.461538462,0.569620749,0.5
YBR141W-A,0.063122592,0,0.056260437,0,0.04702,0,0.099793986,0,0.085238642,0
YBR142W,0.188192393,0.119521912,0.136648695,0.087774295,0.094316918,0.0625,0.142394482,0.117647059,0.177685062,0.121212121
YBR143C,0.013995062,0,0.012308327,0,0.012611607,0,0.004996667,0,0.007370978,0
YBR144C,0.937831165,0.838709677,0.754952459,0.663492063,0.676733107,0.602941176,1.327562975,1.315789474,1.28244494,1.157894737
YBR145W,0.067724021,0,0.058742809,0,0.047987413,0,0.074595045,0,0.08279921,0
YBR146W,0.092803044,0.047337278,0.083251389,0.043243243,0.063232966,0.025,0.043323563,0,0.10071894,0.034482759
YBR147W,0.281420673,0.131687243,0.206950165,0.09516129,0.161243178,0.071428571,0.123554589,0.073170732,0.309747639,0.12
YBR148W,0.688527736,0.625,0.363431002,0.326693227,0.363884737,0.333333333,0.951414343,0.857142857,0.8580654,0.772727273
YBR149W,0.338634897,0.282828283,0.2396513,0.1953125,0.194417974,0.142857143,0.247779591,0.2,0.377364995,0.266666667
YBR150C,0.27705506,0.187919463,0.227304616,0.152112676,0.168694777,0.111111111,0.225684157,0.166666667,0.292690242,0.2
YBR151W,0.091806831,0,0.079516945,0,0.057143567,0,0.124956705,0,0.107220665,0
YBR152W,0.636341659,0.546511628,0.418788543,0.361344538,0.435483098,0.307692308,0.467299893,0.3,0.873697816,0.444444444
YBR153W,0.268823452,0.269090909,0.245428456,0.243243243,0.201202574,0.210526316,0.349504364,0.315789474,0.353993697,0.333333333
YBR154C,0.046715046,0,0.037834258,0,0.018515605,0,0.076487904,0,0.067372614,0
YBR155W,0.257121206,0.160714286,0.179636175,0.113013699,0.170209919,0.111111111,0.241531332,0.222222222,0.339335447,0.214285714
YBR156C,0.214525034,0.202702703,0.174990765,0.166666667,0.127329351,0.12,0.26094233,0.25,0.239839256,0.210526316
YBR157C,0.256331266,0.166666667,0.2135859,0.139917695,0.17415345,0.115384615,0.409562324,0.272727273,0.37170154,0.214285714
YBR158W,0.371302687,0.282051282,0.300544788,0.226277372,0.230702648,0.176470588,0.337463013,0.266666667,0.509443422,0.3
YBR159W,0.30723967,0.248826291,0.248664488,0.2,0.193951657,0.148148148,0.448204018,0.375,0.388077237,0.3125
YBR160W,0.046132044,0,0.032730746,0,0.022628602,0,0.0178983,0,0.023785718,0
YBR161W,0.126730465,0.047808765,0.085064844,0.032258065,0.071352798,0.026315789,0.10973848,0.043478261,0.137233323,0.038461538
YBR162C,0.18083692,0.145985401,0.153411911,0.121794872,0.07498223,0.05,0.202950505,0.166666667,0.17127933,0.125
YBR162W-A,0.156133126,0,0.109641027,0,0.090411279,0,0.182144746,0,0.190633002,0
YBR163W,0.483831047,0.393442623,0.333294134,0.273291925,0.348656237,0.307692308,0.497513932,0.5,0.516684666,0.454545455
YBR164C,0.033555888,0,0.029521256,0,0.022507348,0,0.058331933,0,0.040119966,0
YBR165W,0.191973095,0.096045198,0.129430882,0.063291139,0.108057259,0.04,0.110441187,0.022222222,0.189829163,0.047619048
YBR166C,0.443271041,0.344827586,0.36229913,0.28358209,0.337492154,0.333333333,0.431303979,0.25,0.672996302,0.5
YBR167C,0.301111871,0.333333333,0.261281682,0.289719626,0.249285716,0.272727273,0.174288298,0.117647059,0.192212562,0.117647059
YBR168W,0.638405954,0.559322034,0.473846484,0.418918919,0.407510063,0.375,0.566680396,0.5,0.83911035,0.666666667
YBR169C,0.261640141,0.194092827,0.211010977,0.153005464,0.154544731,0.12,0.163453218,0.142857143,0.20591418,0.153846154
YBR170C,0.197495796,0.144144144,0.15582433,0.114503817,0.082985334,0.037037037,0.149779584,0.071428571,0.148450478,0.052631579
YBR171W,0.030435978,0,0.020492825,0,0.024462034,0,0.038876339,0,0.036861198,0
